ElementCode,System,Table,Element,SystemType,Level,HIV,ProgramArea,Goal,PotentialOverlapHIV
2874,HMIS,DHIS,HMIS ADMISSIONS,Electronic,District,Y,ART,4,Y
2875,HMIS,DHIS,HMIS ANTENATAL FIRST VISIT,Electronic,District,Y,PMTCT,6,Y
2876,HMIS,DHIS,HMIS ANTENATAL FIRST VISIT IN FIRST TRIMESTER,Electronic,District,Y,PMTCT,6,Y
2877,HMIS,DHIS,HMIS ANTENATAL TOTAL VISITS,Electronic,District,Y,PMTCT,6,Y
2879,HMIS,DHIS,HMIS BED CAPACITY,Electronic,District,Y,OTHER,7,Y
2881,HMIS,DHIS,HMIS CASE TREATED AS STI NEW,Electronic,District,Y,ART,34,Y
2882,HMIS,DHIS,HMIS CHILD ATTENDING UNDER FIVE CLINIC,Electronic,District,Y,OTHER,3,Y
2893,HMIS,DHIS,HMIS DO YOU HAVE FUNCTIONAL ELECTRICITY,Electronic,District,Y,OTHER,7,Y
2894,HMIS,DHIS,HMIS DO YOU HAVE FUNCTIONING ELECTRICTY,Electronic,District,Y,OTHER,7,Y
2895,HMIS,DHIS,HMIS DO YOU HAVE FUNCTIONING WATER SUPPLY ELETRICTY AND COMMUNICATION SYST,Electronic,District,Y,OTHER,7,Y
2902,HMIS,DHIS,HMIS FUNCTIONAL COMMUNICATION EQUIPMENT HEALTH CENTRES,Electronic,District,Y,OTHER,7,Y
2903,HMIS,DHIS,HMIS FUNCTIONAL ELECTRICITY SUPPLY HEALTH CENTRES,Electronic,District,Y,OTHER,7,Y
2904,HMIS,DHIS,HMIS FUNCTIONAL WATER SUPPLY HEALTH CENTRES,Electronic,District,Y,OTHER,7,Y
2905,HMIS,DHIS,HMIS FUNCTIONING AMBULANCES,Electronic,District,Y,OTHER,7,Y
2906,HMIS,DHIS,HMIS HIV CONFIRMED POSITIVE 15 49 YEARS NEW,Electronic,District,Y,ART,4,Y
2907,HMIS,DHIS,HMIS HIV POSITIVE PERSON RECEIVING ANTI RETROVIRAL TREATMENT,Electronic,District,Y,ART,4,Y
2908,HMIS,DHIS,HMIS HIV TEST POSITIVE 15 49 YEARS,Electronic,District,Y,ART,24,Y
2909,HMIS,DHIS,HMIS HOME BASED CARE PATIENT FOLLOWED UP AND PROVIDED TREATMENT,Electronic,District,Y,ART,4,Y
2913,HMIS,DHIS,HMIS INPATIENT DAYS,Electronic,District,Y,OTHER,4,Y
2914,HMIS,DHIS,HMIS INPATIENT DEATHS  EXCLUDING MATERNITY,Electronic,District,Y,OTHER,4,Y
2915,HMIS,DHIS,HMIS INPATIENT DEATHS TOTAL,Electronic,District,Y,OTHER,4,Y
2916,HMIS,DHIS,HMIS INPATIENT DISCHARGES,Electronic,District,Y,OTHER,4,Y
2918,HMIS,DHIS,HMIS IS THE HEALTH CENTRE COMMITTEE FUNCTIONAL,Electronic,District,Y,OTHER,7,N
2920,HMIS,DHIS,HMIS LIVE BIRTH,Electronic,District,Y,PMTCT,6,Y
2922,HMIS,DHIS,HMIS MALARIA 5 YEARS AND OLDER INPATIENT DEATH,Electronic,District,Y,MALARIA,3,Y
2923,HMIS,DHIS,HMIS MALARIA 5 YEARS AND OLDER NEW,Electronic,District,Y,MALARIA,3,Y
2924,HMIS,DHIS,HMIS MALARIA UNDER 5 YEARS INPATIENT DEATH,Electronic,District,Y,MALARIA,3,Y
2925,HMIS,DHIS,HMIS MALARIA UNDER 5 YEARS NEW,Electronic,District,Y,MALARIA,3,Y
2926,HMIS,DHIS,HMIS MALNUTRITION UNDER 5 YEARS INPATIENT DEATH,Electronic,District,Y,NUTRITION,3,Y
2927,HMIS,DHIS,HMIS MALNUTRITION UNDER 5 YEARS NEW,Electronic,District,Y,NUTRITION,3,Y
2932,HMIS,DHIS,HMIS NEVIRAPINE DOSE TO BABY BORN TO WOMAN WITH HIV,Electronic,District,Y,PMTCT,6,Y
2934,HMIS,DHIS,HMIS OPD TOTAL ATTENDANCE,Electronic,District,Y,OTHER,3,Y
2935,HMIS,DHIS,HMIS OPPORTUNISTIC INFECTIONS NEW,Electronic,District,Y,INFECTION,3,Y
2943,HMIS,DHIS,HMIS PREGNANT WOMAN RECEIVING VCT AND SEROSTATUS RESULT,Electronic,District,Y,HTC,2,Y
2944,HMIS,DHIS,HMIS PREGNANT WOMAN TESTED HIV POSITIVE,Electronic,District,Y,HTC,2,Y
2952,HMIS,DHIS,HMIS SMEAR SPUTUM POSITIVE CASES PROVED NEGATIVE AT THE END OF TREATMENT,Electronic,District,Y,HTC,2,Y
2953,HMIS,DHIS,HMIS SP AND ORS AND CO TRIMOXAZOLE OUT OF STOCK FOR MORE THAN 1 WEEK,Electronic,District,Y,DRUGS,1,N
2954,HMIS,DHIS,HMIS SULPHA PYRIMETHAMINE OUT OF STOCK FOR MORE THAN 1 WEEK,Electronic,District,Y,DRUGS,1,N
2955,HMIS,DHIS,HMIS SUPERVISED BY DHMT MEMBERS USING THE INTEGRATED CHECKLIST,Electronic,District,Y,OTHER,8,N
2956,HMIS,DHIS,HMIS SYPHILIS IN PREGNANCY,Electronic,District,Y,ART,34,Y
2957,HMIS,DHIS,HMIS TUBERCULOSIS CASE COMPLETED TREATMENT,Electronic,District,Y,ART,34,Y
2958,HMIS,DHIS,HMIS TUBERCULOSIS DIAGNOSED INPATIENT DEATH,Electronic,District,Y,ART,34,Y
2959,HMIS,DHIS,HMIS TUBERCULOSIS DIAGNOSED NEW,Electronic,District,Y,ART,34,Y
2960,HMIS,DHIS,HMIS UNDERWEIGHT FOR AGE UNDER 5 YEARS,Electronic,District,Y,NUTRITION,3,Y
2961,HMIS,DHIS,HMIS VITAMIN A DOSE TO 6 59 MONTHS POPULATION,Electronic,District,Y,NUTRITION,3,Y
2962,HMIS,DHIS,HMIS VOLUNTEER COUNSELLING CONFIDENTIAL TEST AND SEROSTATUS RESULT 15 49 Y,Electronic,District,Y,HTC,2,Y
2963,HMIS,DHIS,HMIS WOMAN OF REPRODUCTIVE AGE RECEIVING CONDOMS,Electronic,District,Y,FP,3,Y
2964,HMIS,DHIS,HMIS WOMAN OF REPRODUCTIVE AGE RECEIVING DEPO PROVERA,Electronic,District,Y,FP,3,Y
2965,HMIS,DHIS,HMIS WOMAN OF REPRODUCTIVE AGE RECEIVING IUCD,Electronic,District,Y,FP,3,Y
2966,HMIS,DHIS,HMIS WOMAN OF REPRODUCTIVE AGE RECEIVING MODERN FAMILY PLANNING METHODS,Electronic,District,Y,FP,3,Y
2967,HMIS,DHIS,HMIS WOMAN OF REPRODUCTIVE AGE RECEIVING NORPLANT,Electronic,District,Y,FP,3,Y
2968,HMIS,DHIS,HMIS WOMAN OF REPRODUCTIVE AGE RECEIVING ORAL PILLS,Electronic,District,Y,FP,3,Y
2969,HMIS,DHIS,HMIS WOMAN OF REPRODUCTIVE AGE RECEIVING STERILISATION,Electronic,District,Y,FP,3,Y
2975,HMIS,DHIS,HMIS17 ACCOUNT AND ADMIN PERSONNEL IN POST,Electronic,District,Y,OTHER,7,Y
2985,HMIS,DHIS,HMIS17 ADMISSIONS FROM ALL CAUSES,Electronic,District,Y,OTHER,4,Y
2998,HMIS,DHIS,HMIS17 ANTENATAL FIRST VISIT IN FIRST TRIMESTER,Electronic,District,Y,PMTCT,6,Y
3004,HMIS,DHIS,HMIS17 CASE TREATED AS STI NEW,Electronic,District,Y,ART,34,Y
3014,HMIS,DHIS,HMIS17 CLINICAL OFFICERS IN POST,Electronic,District,Y,OTHER,7,Y
3015,HMIS,DHIS,HMIS17 CONFIRMED HIV POSITIVE CASES,Electronic,District,Y,HTC,2,Y
3016,HMIS,DHIS,HMIS17 CUMULATIVE ACTUAL EXPENDITURE IN ALL PROGRAMMES,Electronic,District,Y,BUDGET,9,Y
3032,HMIS,DHIS,HMIS17 DISCHARGES TOTAL,Electronic,District,Y,OTHER,4,Y
3033,HMIS,DHIS,HMIS17 DOCTORS IN POSTS,Electronic,District,Y,OTHER,7,Y
3052,HMIS,DHIS,HMIS17 FAMILY PLANNING ACCEPTORS OF CHILD BEARING AGE NEW,Electronic,District,Y,FP,3,Y
3053,HMIS,DHIS,HMIS17 FIRST ANTENATAL VISIT,Electronic,District,Y,PMTCT,6,Y
3054,HMIS,DHIS,HMIS17 FUNCTIONING AMBULANCES,Electronic,District,Y,OTHER,7,Y
3061,HMIS,DHIS,HMIS17 HIV AIDS ADMISSION,Electronic,District,Y,ART,4,Y
3062,HMIS,DHIS,HMIS17 HIV AIDS INPATIENT DEATH,Electronic,District,Y,ART,4,Y
3063,HMIS,DHIS,HMIS17 HIV AIDS NEW,Electronic,District,Y,ART,4,Y
3064,HMIS,DHIS,HMIS17 HIV TEST POSITIVE 15 49 YEARS,Electronic,District,Y,HTC,24,Y
3069,HMIS,DHIS,HMIS17 INPATIENT DAYS,Electronic,District,Y,OTHER,4,Y
3070,HMIS,DHIS,HMIS17 INPATIENT DEATHS TOTAL,Electronic,District,Y,OTHER,4,Y
3079,HMIS,DHIS,HMIS17 LIVE BIRTH,Electronic,District,Y,PMTCT,6,Y
3080,HMIS,DHIS,HMIS17 LIVE BIRTH UNDER 2500G,Electronic,District,Y,PMTCT,6,Y
3081,HMIS,DHIS,HMIS17 MALARIA 5 YEARS AND OLDER ADMISSION,Electronic,District,Y,MALARIA,3,Y
3082,HMIS,DHIS,HMIS17 MALARIA 5 YEARS AND OLDER DEATHS,Electronic,District,Y,MALARIA,3,Y
3083,HMIS,DHIS,HMIS17 MALARIA 5 YEARS AND OLDER NEW,Electronic,District,Y,MALARIA,3,Y
3084,HMIS,DHIS,HMIS17 MALARIA ADMISSION,Electronic,District,Y,MALARIA,3,Y
3085,HMIS,DHIS,HMIS17 MALARIA INPATIENT DEATH,Electronic,District,Y,MALARIA,3,Y
3086,HMIS,DHIS,HMIS17 MALARIA NEW,Electronic,District,Y,MALARIA,3,Y
3087,HMIS,DHIS,HMIS17 MALARIA UNDER 5 YEARS ADMISSIONS,Electronic,District,Y,MALARIA,3,Y
3088,HMIS,DHIS,HMIS17 MALARIA UNDER 5 YEARS DEATHS,Electronic,District,Y,MALARIA,3,Y
3089,HMIS,DHIS,HMIS17 MALARIA UNDER 5 YEARS NEW,Electronic,District,Y,MALARIA,3,Y
3090,HMIS,DHIS,HMIS17 MALNUTRITION ADMISSION,Electronic,District,Y,NUTRITION,3,Y
3091,HMIS,DHIS,HMIS17 MALNUTRITION INPATIENT DEATH,Electronic,District,Y,NUTRITION,3,Y
3092,HMIS,DHIS,HMIS17 MALNUTRITION NEW,Electronic,District,Y,NUTRITION,3,Y
3108,HMIS,DHIS,HMIS17 NIVERAPINE DOSE TO BABY BORN TO WOMAN WITH HIV,Electronic,District,Y,PMTCT,46,Y
3109,HMIS,DHIS,HMIS17 NURSING OFFICERS IN POSTS,Electronic,District,Y,OTHER,7,Y
3110,HMIS,DHIS,HMIS17 OPD TOTAL ATTENDANCE,Electronic,District,Y,OTHER,3,Y
3113,HMIS,DHIS,HMIS17 OPPORTUNISTIC INFECTIONS ADMISSION,Electronic,District,Y,INFECTION,3,Y
3114,HMIS,DHIS,HMIS17 OPPORTUNISTIC INFECTIONS INPATIENT DEATHS,Electronic,District,Y,INFECTION,3,Y
3115,HMIS,DHIS,HMIS17 OPPORTUNISTIC INFECTIONS NEW,Electronic,District,Y,INFECTION,3,Y
3133,HMIS,DHIS,HMIS17 PATIENTS SEEN IN THE SPECIALIST CLINIC TOTAL,Electronic,District,Y,OTHER,3,N
3144,HMIS,DHIS,HMIS17 PREGNANT WOMAN RECEIVING VCT AND SEROSTATUS RESULT,Electronic,District,Y,HTC,2,Y
3145,HMIS,DHIS,HMIS17 PREGNANT WOMAN TESTED HIV POSITIVE,Electronic,District,Y,HTC,2,Y
3162,HMIS,DHIS,HMIS17 SEXUALLY TRANSMITTED INFECTIONS ADMISSION,Electronic,District,Y,ART,34,Y
3163,HMIS,DHIS,HMIS17 SEXUALLY TRANSMITTED INFECTIONS INPATIENT DEATH,Electronic,District,Y,ART,34,Y
3164,HMIS,DHIS,HMIS17 SPECIALISTS IN POST,Electronic,District,Y,OTHER,7,Y
3165,HMIS,DHIS,HMIS17 SULPHA PYRIMETHAMINE RECEIVED BY PREGNANT WOMAN,Electronic,District,Y,MALARIA,3,Y
3166,HMIS,DHIS,HMIS17 TECHNICIANS IN POST,Electronic,District,Y,OTHER,7,Y
3168,HMIS,DHIS,HMIS17 TOTAL ANC ATTENDANCE,Electronic,District,Y,PMTCT,6,Y
3169,HMIS,DHIS,HMIS17 TOTAL ANTENATAL VISITS,Electronic,District,Y,PMTCT,6,Y
3175,HMIS,DHIS,HMIS17 TUBERCULOSIS DETECTED ADMISSION,Electronic,District,Y,ART,4,Y
3176,HMIS,DHIS,HMIS17 TUBERCULOSIS DETECTED INPATIENT DEATH,Electronic,District,Y,ART,4,Y
3177,HMIS,DHIS,HMIS17 TUBERCULOSIS DIAGNOSED NEW,Electronic,District,Y,ART,4,Y
3184,HMIS,DHIS,HMIS17 VOLUNTARY COUNSELLING AND TESTING 15 49 AGE GROUP,Electronic,District,Y,HTC,2,Y
3185,HMIS,DHIS,HMIS17 WOMAN OF CHILD BEARING AGE USING MODERN FAMILY PLANNING METHODS,Electronic,District,Y,FP,3,Y
3187,HMIS,DHIS,HMIS17 WOMEN OF REPRODUCTIVE AGE RECEIVING CONDOMS,Electronic,District,Y,FP,3,Y
3188,HMIS,DHIS,HMIS17 WOMEN OF REPRODUCTIVE AGE RECEIVING DEPO PROVERA,Electronic,District,Y,FP,3,Y
3189,HMIS,DHIS,HMIS17 WOMEN OF REPRODUCTIVE AGE RECEIVING IUCD,Electronic,District,Y,FP,3,Y
3190,HMIS,DHIS,HMIS17 WOMEN OF REPRODUCTIVE AGE RECEIVING NORPLANT,Electronic,District,Y,FP,3,Y
3191,HMIS,DHIS,HMIS17 WOMEN OF REPRODUCTIVE AGE RECEIVING ORAL PILLS,Electronic,District,Y,FP,3,Y
3192,HMIS,DHIS,HMIS17 WOMEN OF REPRODUCTIVE AGE RECEIVING STERILISATION,Electronic,District,Y,FP,3,Y
3195,HMIS,DHIS,HTC AGE A 0 11 MONTHS,Electronic,District,Y,HTC,2,Y
3196,HMIS,DHIS,HTC AGE B 1 14 YEARS,Electronic,District,Y,HTC,2,Y
3197,HMIS,DHIS,HTC AGE C 15 24 YEARS,Electronic,District,Y,HTC,2,Y
3198,HMIS,DHIS,HTC AGE D 25+ YEARS,Electronic,District,Y,HTC,2,Y
3199,HMIS,DHIS,HTC CLIENT OTHERS,Electronic,District,Y,HTC,2,Y
3200,HMIS,DHIS,HTC CLIENT PITC,Electronic,District,Y,HTC,2,Y
3201,HMIS,DHIS,HTC CLIENT PRS,Electronic,District,Y,HTC,2,Y
3202,HMIS,DHIS,HTC CONFIRMATORY INCONCL,Electronic,District,Y,HTC,2,Y
3203,HMIS,DHIS,HTC FINAL RESULTS GIVEN TO CLIENT CONFIRMED POSITIVE,Electronic,District,Y,HTC,2,Y
3204,HMIS,DHIS,HTC FINAL RESULTS GIVEN TO CLIENT EXPOSED INFANT,Electronic,District,Y,HTC,2,Y
3205,HMIS,DHIS,HTC FINAL RESULTS GIVEN TO CLIENT INCONCLUSIVE,Electronic,District,Y,HTC,2,Y
3206,HMIS,DHIS,HTC FINAL RESULTS GIVEN TO CLIENT NEGATIVE,Electronic,District,Y,HTC,2,Y
3207,HMIS,DHIS,HTC FINAL RESULTS GIVEN TO CLIENT POSITIVE,Electronic,District,Y,HTC,2,Y
3208,HMIS,DHIS,HTC FINAL RESULTS GIVEN TO CLIENT QUERY FALSE POSITIVE,Electronic,District,Y,HTC,2,Y
3209,HMIS,DHIS,HTC NEVER TESTED,Electronic,District,Y,HTC,2,Y
3210,HMIS,DHIS,HTC OUTREACH SITES,Electronic,District,Y,HTC,2,Y
3211,HMIS,DHIS,HTC PARTNER NOT PRESENT,Electronic,District,Y,HTC,2,Y
3212,HMIS,DHIS,HTC PARTNER PRESENT,Electronic,District,Y,HTC,2,Y
3213,HMIS,DHIS,HTC PHYSICAL TESTS IN STOCK AT END,Electronic,District,Y,HTC,12,Y
3214,HMIS,DHIS,HTC PREV EXPOSED INFANT,Electronic,District,Y,HTC,2,Y
3215,HMIS,DHIS,HTC PREV INCONCLUSIVE,Electronic,District,Y,HTC,2,Y
3216,HMIS,DHIS,HTC PREV NEGATIVE,Electronic,District,Y,HTC,2,Y
3217,HMIS,DHIS,HTC PREV POSITIVE,Electronic,District,Y,HTC,2,Y
3218,HMIS,DHIS,HTC REFERRED FOR ART SERVICES,Electronic,District,Y,HTC,234,Y
3219,HMIS,DHIS,HTC REFERRED FOR OTHER SERVICES,Electronic,District,Y,HTC,234,Y
3220,HMIS,DHIS,HTC REFERRED FOR PMTCT SERVICES,Electronic,District,Y,HTC,236,Y
3221,HMIS,DHIS,HTC REFERRED FOR TB SERVICES,Electronic,District,Y,HTC,234,Y
3222,HMIS,DHIS,HTC RISK HIGH,Electronic,District,Y,HTC,2,Y
3223,HMIS,DHIS,HTC RISK LOW,Electronic,District,Y,HTC,2,Y
3224,HMIS,DHIS,HTC RISK ONG,Electronic,District,Y,HTC,2,Y
3225,HMIS,DHIS,HTC STATIC SITES,Electronic,District,Y,HTC,2,Y
3226,HMIS,DHIS,HTC SUM OF ALL SLIPS,Electronic,District,Y,HTC,2,Y
3227,HMIS,DHIS,HTC TEST KIT OUTCOMES SINGLE TEST NEGATIVE,Electronic,District,Y,HTC,2,Y
3228,HMIS,DHIS,HTC TEST KIT OUTCOMES SINGLE TEST POSITIVE,Electronic,District,Y,HTC,2,Y
3229,HMIS,DHIS,HTC TEST KIT OUTCOMES TEST 1&2 DISCORD,Electronic,District,Y,HTC,2,Y
3230,HMIS,DHIS,HTC TEST KIT OUTCOMES TEST 1&2 POSITIVE,Electronic,District,Y,HTC,2,Y
3231,HMIS,DHIS,HTC TEST KIT RESULTS TEST 1&2 NEGATIVE,Electronic,District,Y,HTC,2,Y
3232,HMIS,DHIS,HTC TESTED EVER,Electronic,District,Y,HTC,2,Y
3233,HMIS,DHIS,HTC TESTED MALES,Electronic,District,Y,HTC,2,Y
3234,HMIS,DHIS,HTC TESTED NON PREGNANT FEMALES,Electronic,District,Y,HTC,2,Y
3235,HMIS,DHIS,HTC TESTED PREGNANT FEMALES,Electronic,District,Y,HTC,26,Y
3236,HMIS,DHIS,HTC TESTED WITH PARTNER,Electronic,District,Y,HTC,2,Y
3237,HMIS,DHIS,HTC TOTAL TEST USED FOR TESTING CLIENTS,Electronic,District,Y,HTC,2,Y
3238,HMIS,DHIS,HTC TOTAL TESTS EXPIRED DISPOSED,Electronic,District,Y,HTC,12,Y
3239,HMIS,DHIS,HTC TOTAL TESTS IN STOCK AT START OF 1ST DAY,Electronic,District,Y,HTC,2,Y
3240,HMIS,DHIS,HTC TOTAL TESTS RECEIVED AT THIS LOCATION,Electronic,District,Y,HTC,2,Y
3241,HMIS,DHIS,HTC TOTAL TESTS USED FOR PURPOSES,Electronic,District,Y,HTC,2,Y
3242,HMIS,DHIS,HTC WAS ANY HIV TESTING DONE AT THIS SITE DURING THIS MONTH,Electronic,District,Y,HTC,2,Y
3243,HMIS,DHIS,HTS ART,Electronic,District,Y,HTC,2,?
3244,HMIS,DHIS,HTS BIOLINE,Electronic,District,Y,HTC,2,N
3245,HMIS,DHIS,HTS DETERMINE,Electronic,District,Y,HTC,2,N
3246,HMIS,DHIS,HTS FEMALE NON PREGNANT,Electronic,District,Y,HTC,2,Y
3247,HMIS,DHIS,HTS FEMALE PREGNANT,Electronic,District,Y,HTC,26,Y
3248,HMIS,DHIS,HTS HC,Electronic,District,Y,HTC,2,N
3249,HMIS,DHIS,HTS MALE,Electronic,District,Y,HTC,2,Y
3250,HMIS,DHIS,HTS NUM OF CBDA HSA,Electronic,District,Y,HTC,27,Y
3251,HMIS,DHIS,HTS NUM OF EXPECTED CBDA HSA,Electronic,District,Y,HTC,27,Y
3252,HMIS,DHIS,HTS PERCENTAGE REPORTING RATE,Electronic,District,Y,HTC,2,Y
3253,HMIS,DHIS,HTS PMTCT,Electronic,District,Y,HTC,26,Y
3254,HMIS,DHIS,HTS SUPPORT GROUPS,Electronic,District,Y,HTC,2,Y
3255,HMIS,DHIS,HTS UNIGOLD,Electronic,District,Y,HTC,2,Y
3263,HMIS,DHIS,IDSR CASES INITIATED ON ART,Electronic,District,Y,ART,4,Y
3264,HMIS,DHIS,IDSR CERVICAL CANCER,Electronic,District,Y,CC,3,Y
3266,HMIS,DHIS,IDSR DECISIONS AND ACTION TAKEN,Electronic,District,Y,OTHER,3,N
3279,HMIS,DHIS,IDSR MALARIA < 5 YEARS SEVERE,Electronic,District,Y,MALARIA,3,Y
3280,HMIS,DHIS,IDSR MALARIA < 5 YEARS UNCOMPLICATED,Electronic,District,Y,MALARIA,3,Y
3281,HMIS,DHIS,IDSR MALARIA <5,Electronic,District,Y,MALARIA,3,Y
3282,HMIS,DHIS,IDSR MALARIA >= 5 YEARS SEVERE,Electronic,District,Y,MALARIA,3,Y
3283,HMIS,DHIS,IDSR MALARIA >= 5 YEARS UNCOMPLICATED,Electronic,District,Y,MALARIA,3,Y
3284,HMIS,DHIS,IDSR MALARIA 5 +,Electronic,District,Y,MALARIA,3,Y
3285,HMIS,DHIS,IDSR MALARIA IN PREGNANT WOMEN SEVERE,Electronic,District,Y,MALARIA,36,Y
3286,HMIS,DHIS,IDSR MALARIA IN PREGNANT WOMEN UNCOMPLICATED,Electronic,District,Y,MALARIA,36,Y
3287,HMIS,DHIS,IDSR MALARIA PREGNANCY,Electronic,District,Y,MALARIA,36,Y
3288,HMIS,DHIS,IDSR MALARIA WITH SEVERE ANEMIA <5YEARS,Electronic,District,Y,MALARIA,3,Y
3291,HMIS,DHIS,IDSR MALNUTRITION < 5 YEARS,Electronic,District,Y,NUTRITION,3,Y
3296,HMIS,DHIS,IDSR NEW AIDS CASES,Electronic,District,Y,ART,4,Y
3298,HMIS,DHIS,IDSR NEWLY DIAGNOSED HIV,Electronic,District,Y,ART,4,Y
3304,HMIS,DHIS,IDSR RECOMMENDATIONS,Electronic,District,Y,OTHER,3,Y
3311,HMIS,DHIS,IDSR SEXUALLY TRANSMITTED INFECTIONS,Electronic,District,Y,ART,4,Y
3316,HMIS,DHIS,IDSR UNCOMPLICATED MALARIA <5Y LAB CONFIRMED,Electronic,District,Y,MALARIA,3,Y
3317,HMIS,DHIS,IDSR UNCOMPLICATED MALARIA 5+Y LAB CONFIRMED,Electronic,District,Y,MALARIA,3,Y
3354,HMIS,DHIS,IMCI DEATHS MALARIA FEVER 12 TO 59 MONTHS,Electronic,District,Y,MALARIA,3,Y
3355,HMIS,DHIS,IMCI DEATHS MALARIA FEVER 2 TO 11 MONTHS,Electronic,District,Y,MALARIA,3,Y
3356,HMIS,DHIS,IMCI DEATHS MALNUTRITION 12 TO 59 MONTHS,Electronic,District,Y,NUTRITION,3,Y
3357,HMIS,DHIS,IMCI DEATHS MALNUTRITION 2 TO 11 MONTHS,Electronic,District,Y,NUTRITION,3,Y
3358,HMIS,DHIS,IMCI DEATHS OTHER CONDITIONS 12 TO 59 MONTHS,Electronic,District,Y,OTHER,3,Y
3359,HMIS,DHIS,IMCI DEATHS OTHER CONDITIONS 2 TO 11 MONTHS,Electronic,District,Y,OTHER,3,Y
3373,HMIS,DHIS,IMCI NEW CASES BY GENDER FEMALE,Electronic,District,Y,OTHER,3,Y
3374,HMIS,DHIS,IMCI NEW CASES BY GENDER MALE,Electronic,District,Y,OTHER,3,Y
3377,HMIS,DHIS,IMCI NEW CASES MALARIA FEVER 12 TO 59 MONTHS,Electronic,District,Y,MALARIA,3,Y
3378,HMIS,DHIS,IMCI NEW CASES MALARIA FEVER 2 TO 11 MONTHS,Electronic,District,Y,MALARIA,3,Y
3379,HMIS,DHIS,IMCI NEW CASES MALNUTRITION 12 TO 59 MONTHS,Electronic,District,Y,NUTRITION,3,Y
3380,HMIS,DHIS,IMCI NEW CASES MALNUTRITION 2 TO 11 MONTHS,Electronic,District,Y,NUTRITION,3,Y
3381,HMIS,DHIS,IMCI NEW CASES OTHER CONDITIONS 12 TO 59 MONTHS,Electronic,District,Y,OTHER,3,Y
3382,HMIS,DHIS,IMCI NEW CASES OTHER CONDITIONS 2 TO 11 MONTHS,Electronic,District,Y,OTHER,3,Y
3383,HMIS,DHIS,IMCI NEW CASES PNEUMONIA FAST BREATHING 12 TO 59 MONTHS,Electronic,District,N,MALARIA,3,Y
3384,HMIS,DHIS,IMCI NEW CASES PNEUMONIA FAST BREATHING 2 TO 11 MONTHS,Electronic,District,N,MALARIA,3,Y
3385,HMIS,DHIS,IMCI NEW CASES RED EYE 12 TO 59 MONTHS,Electronic,District,N,NUTRITION,3,Y
3386,HMIS,DHIS,IMCI NEW CASES RED EYE 2 TO 11 MONTHS,Electronic,District,N,NUTRITION,3,Y
3419,HMIS,DHIS,IMCI REFERRALS MALARIA FEVER 12 TO 59 MONTHS,Electronic,District,Y,MALARIA,3,Y
3420,HMIS,DHIS,IMCI REFERRALS MALARIA FEVER 2 TO 11 MONTHS,Electronic,District,Y,MALARIA,3,Y
3421,HMIS,DHIS,IMCI REFERRALS MALNUTRITION 12 TO 59 MONTHS,Electronic,District,Y,NUTRITION,3,Y
3422,HMIS,DHIS,IMCI REFERRALS MALNUTRITION 2 TO 11 MONTHS,Electronic,District,y,NUTRITION,3,Y
3423,HMIS,DHIS,IMCI REFERRALS OTHER CONDITIONS 12 TO 59 MONTHS,Electronic,District,Y,OTHER,3,Y
3424,HMIS,DHIS,IMCI REFERRALS OTHER CONDITIONS 2 TO 11 MONTHS,Electronic,District,Y,OTHER,3,Y
3458,HMIS,DHIS,LAB CD4 EPIC,Electronic,District,Y,HTC,2,Y
3464,HMIS,DHIS,LAB CRYOS,Electronic,District,Y,HTC,23,Y
3480,HMIS,DHIS,LAB HIV DETERMINE,Electronic,District,Y,HTC,24,Y
3485,HMIS,DHIS,LAB MALARIA MICROSCOPY,Electronic,District,Y,MALARIA,3,Y
3487,HMIS,DHIS,LAB NO OF DAYS WITHOUT FUNCTIONAL KEY EQUIPMENT,Electronic,District,Y,OTHER,1,Y
3490,HMIS,DHIS,LAB NUMBER OF BLOOD PRODUCTS ORDERED,Electronic,District,Y,BS,1,N
3491,HMIS,DHIS,LAB NUMBER OF BLOOD PRODUCTS SUPPLIED,Electronic,District,Y,BS,1,N
3492,HMIS,DHIS,LAB NUMBER OF HEMATOLOGICAL TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y
3495,HMIS,DHIS,LAB NUMBER OF PATHOLOGICAL TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y
3496,HMIS,DHIS,LAB NUMBER OF SEROLOGICAL TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y
3497,HMIS,DHIS,LAB NUMBER OF STOCK OUT DAYS FOR KEY REAGENTS,Electronic,District,Y,DRUGS,1,Y
3498,HMIS,DHIS,LAB NUMBER OF TB TESTS,Electronic,District,Y,ART,1,Y
3499,HMIS,DHIS,LAB OTHER,Electronic,District,Y,HTC,2,Y
3500,HMIS,DHIS,LAB OTHER CULTURE POSITVES,Electronic,District,Y,HTC,2,Y
3501,HMIS,DHIS,LAB OTHER SLIDE POSITIVES  INCLDING ZN,Electronic,District,Y,HTC,2,Y
3504,HMIS,DHIS,LAB PLATELETS,Electronic,District,Y,HTC,2,Y
3506,HMIS,DHIS,LAB PREGNANCY TESTS,Electronic,District,Y,PMTCT,16,Y
3512,HMIS,DHIS,LAB SLIDE POSITIVE WET MOUNT,Electronic,District,Y,ART,14,Y
3516,HMIS,DHIS,LAB SYPHILIS,Electronic,District,Y,ART,4,Y
3520,HMIS,DHIS,LAB TOTAL BLOOD CULTURE,Electronic,District,Y,BS,2,N
