Element Code,System,Table,Element,System Type ,Level ,HIV,Program Area,Goal ,Potential Overlap (HIV),Goal1,Goal2,Goal3,Array
3471,HMIS,DHIS,LAB GGT,Electronic,District,N,,,,N,,,[N]
3472,HMIS,DHIS,LAB GLUCOSE,Electronic,District,N,,,,N,,,[N]
3473,HMIS,DHIS,LAB GOT,Electronic,District,N,,,,N,,,[N]
3474,HMIS,DHIS,LAB GPT,Electronic,District,N,,,,N,,,[N]
3475,HMIS,DHIS,LAB GRAM NEGATIVE DIPLOCOCCI,Electronic,District,N,,,,N,,,[N]
3476,HMIS,DHIS,LAB GRAM STAIN,Electronic,District,N,,,,N,,,[N]
3477,HMIS,DHIS,LAB HEMOGLOBIN,Electronic,District,N,,,,N,,,[N]
3478,HMIS,DHIS,LAB HEPATITIS B,Electronic,District,N,,,,N,,,[N]
3479,HMIS,DHIS,LAB HEPATITIS C,Electronic,District,N,,,,N,,,[N]
3480,HMIS,DHIS,LAB HIV DETERMINE,Electronic,District,Y,HTC,24,Y,2,4,,"[2,4]"
3481,HMIS,DHIS,LAB INDIAN INK,Electronic,District,N,,,,N,,,[N]
3482,HMIS,DHIS,LAB LABORATORY TECHN IN POST,Electronic,District,N,,,,N,,,[N]
3483,HMIS,DHIS,LAB LACTATE LDH,Electronic,District,N,,,,N,,,[N]
3484,HMIS,DHIS,LAB LIVER FUNCTIONAL TEST,Electronic,District,N,,,,N,,,[N]
3485,HMIS,DHIS,LAB MALARIA MICROSCOPY,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3486,HMIS,DHIS,LAB N MENINGITIDIS,Electronic,District,N,,,,N,,,[N]
3487,HMIS,DHIS,LAB NO OF DAYS WITHOUT FUNCTIONAL KEY EQUIPMENT,Electronic,District,Y,OTHER,1,Y,1,,,[1]
3488,HMIS,DHIS,LAB NO OF PARASITOLOGICAL TESTS CONDUCTED,Electronic,District,N,,,,N,,,[N]
3489,HMIS,DHIS,LAB NUMBER OF BIOCHEMISTRY TESTS CONDUCTED,Electronic,District,N,,,,N,,,[N]
3490,HMIS,DHIS,LAB NUMBER OF BLOOD PRODUCTS ORDERED,Electronic,District,Y,BS,1,N,1,,,[1]
3491,HMIS,DHIS,LAB NUMBER OF BLOOD PRODUCTS SUPPLIED,Electronic,District,Y,BS,1,N,1,,,[1]
3492,HMIS,DHIS,LAB NUMBER OF HEMATOLOGICAL TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y,2,,,[2]
3493,HMIS,DHIS,LAB NUMBER OF MICROBIOLOGICAL TESTS CONDUCTED,Electronic,District,N,,,,N,,,[N]
3494,HMIS,DHIS,LAB NUMBER OF PANEL TESTS CONDUCTED,Electronic,District,N,,,,N,,,[N]
3495,HMIS,DHIS,LAB NUMBER OF PATHOLOGICAL TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y,2,,,[2]
3496,HMIS,DHIS,LAB NUMBER OF SEROLOGICAL TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y,2,,,[2]
3497,HMIS,DHIS,LAB NUMBER OF STOCK OUT DAYS FOR KEY REAGENTS,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3498,HMIS,DHIS,LAB NUMBER OF TB TESTS,Electronic,District,Y,ART,1,Y,1,,,[1]
3499,HMIS,DHIS,LAB OTHER,Electronic,District,Y,HTC,2,Y,2,,,[2]
3500,HMIS,DHIS,LAB OTHER CULTURE POSITVES,Electronic,District,Y,HTC,2,Y,2,,,[2]
3501,HMIS,DHIS,LAB OTHER SLIDE POSITIVES  INCLDING ZN ,Electronic,District,Y,HTC,2,Y,2,,,[2]
3502,HMIS,DHIS,LAB PEDIATRICS CELL PACKS,Electronic,District,N,,,,N,,,[N]
3503,HMIS,DHIS,LAB PHOSPHOROUS,Electronic,District,N,,,,N,,,[N]
3504,HMIS,DHIS,LAB PLATELETS,Electronic,District,Y,HTC,2,Y,2,,,[2]
3505,HMIS,DHIS,LAB POTASSIUM,Electronic,District,N,,,,N,,,[N]
3506,HMIS,DHIS,LAB PREGNANCY TESTS,Electronic,District,Y,PMTCT,16,Y,1,6,,"[1,6]"
3507,HMIS,DHIS,LAB RBC MORPHOLOGY PBS,Electronic,District,N,,,,N,,,[N]
3508,HMIS,DHIS,LAB RDT,Electronic,District,N,,,,N,,,[N]
3509,HMIS,DHIS,LAB S HAEMATOBIUM,Electronic,District,N,,,,N,,,[N]
3510,HMIS,DHIS,LAB SICKLE CELL,Electronic,District,N,,,,N,,,[N]
3511,HMIS,DHIS,LAB SLIDE GRAM STAIN,Electronic,District,N,,,,N,,,[N]
3512,HMIS,DHIS,LAB SLIDE POSITIVE WET MOUNT,Electronic,District,Y,ART,14,Y,1,4,,"[1,4]"
3513,HMIS,DHIS,LAB SODIUM,Electronic,District,N,,,,N,,,[N]
3514,HMIS,DHIS,LAB SPERM COUNTS,Electronic,District,N,,,,N,,,[N]
3515,HMIS,DHIS,LAB SPNEUMONIA,Electronic,District,N,,,,N,,,[N]
3516,HMIS,DHIS,LAB SYPHILIS,Electronic,District,Y,ART,4,Y,4,,,[4]
3517,HMIS,DHIS,LAB T VIRGINALS,Electronic,District,N,,,,N,,,[N]
3518,HMIS,DHIS,LAB T3,Electronic,District,N,,,,N,,,[N]
3519,HMIS,DHIS,LAB T4,Electronic,District,N,,,,N,,,[N]
3520,HMIS,DHIS,LAB TOTAL BLOOD CULTURE,Electronic,District,Y,BS,2,N,2,,,[2]
3521,HMIS,DHIS,LAB TOTAL BLOOD PRODUCTS ORDERED FROM MBTS,Electronic,District,Y,BS,2,N,2,,,[2]
3522,HMIS,DHIS,LAB TOTAL BLOOD PRODUCTS SUPPLIED FROM MBTS,Electronic,District,Y,BS,2,N,2,,,[2]
3523,HMIS,DHIS,LAB TOTAL CROSSMATCHING,Electronic,District,N,,,,N,,,[N]
3524,HMIS,DHIS,LAB TOTAL CSF,Electronic,District,N,,,,N,,,[N]
3525,HMIS,DHIS,LAB TOTAL HVS,Electronic,District,Y,HTC,2,Y,2,,,[2]
3526,HMIS,DHIS,LAB TOTAL NUMBER OF TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y,2,,,[2]
3527,HMIS,DHIS,LAB TOTAL NUMBER OF TESTS REQUESTED,Electronic,District,Y,HTC,12,Y,1,2,,"[1,2]"
3528,HMIS,DHIS,LAB TOTAL OTHER BODY CULTURES,Electronic,District,Y,HTC,2,Y,2,,,[2]
3529,HMIS,DHIS,LAB TOTAL PROTEIN,Electronic,District,Y,HTC,2,Y,2,,,[2]
3530,HMIS,DHIS,LAB TOTAL SENSITIVITY TESTS,Electronic,District,Y,HTC,12,Y,1,2,,"[1,2]"
3531,HMIS,DHIS,LAB TOTAL STOOL CULTURE FOR CHOLERA,Electronic,District,n,,,,N,,,[N]
3532,HMIS,DHIS,LAB TOTAL STOOL CULTURE FOR SALMONELLA AND SHIGELLA,Electronic,District,N,,,,N,,,[N]
3533,HMIS,DHIS,LAB TOTAL URINE CULTURE,Electronic,District,N,,,,N,,,[N]
3534,HMIS,DHIS,LAB TOTAL URINE MICROSCOPY,Electronic,District,N,,,,N,,,[N]
3535,HMIS,DHIS,LAB TRIGLYCERIDES,Electronic,District,N,,,,N,,,[N]
3536,HMIS,DHIS,LAB TSF,Electronic,District,N,,,,N,,,[N]
3537,HMIS,DHIS,LAB UREA,Electronic,District,N,,,,N,,,[N]
3538,HMIS,DHIS,LAB UREA AND ELECTROLYTES,Electronic,District,N,,,,N,,,[N]
3539,HMIS,DHIS,LAB URIC ACID,Electronic,District,N,,,,N,,,[N]
3540,HMIS,DHIS,LAB VIRAL LOAD,Electronic,District,Y,HTC,2,Y,2,,,[2]
3541,HMIS,DHIS,LEPROSY ADMISSION,Electronic,District,N,,,,N,,,[N]
3542,HMIS,DHIS,LEPROSY INPATIENT DEATH,Electronic,District,N,,,,N,,,[N]
3543,HMIS,DHIS,LF ADULTS > 15 YEARS,Electronic,District,N,,,,N,,,[N]
3544,HMIS,DHIS,LF DRUGS USED,Electronic,District,N,,,,N,,,[N]
3545,HMIS,DHIS,LF HDROCOEL,Electronic,District,N,,,,N,,,[N]
3546,HMIS,DHIS,LF HELMINTHIASIS,Electronic,District,N,,,,N,,,[N]
3547,HMIS,DHIS,LF LYMPHATIC FILARISIS,Electronic,District,N,,,,N,,,[N]
3548,HMIS,DHIS,LF LYMPHOEDEMA,Electronic,District,N,,,,N,,,[N]
3549,HMIS,DHIS,LF ONCHOCERCIASIS,Electronic,District,N,,,,N,,,[N]
3550,HMIS,DHIS,LF POPULATION,Electronic,District,N,,,,N,,,[N]
3551,HMIS,DHIS,LF PRE SCHOOL CHILDREN  0 4 YEARS ,Electronic,District,N,,,,N,,,[N]
3552,HMIS,DHIS,LF SCHITOSOMIASIS,Electronic,District,N,,,,N,,,[N]
3553,HMIS,DHIS,LF SCHOOL AGE CHILDREN  5 14 YEARS ,Electronic,District,N,,,,N,,,[N]
3554,HMIS,DHIS,LF SIGHT PROBLEM,Electronic,District,N,,,,N,,,[N]
3555,HMIS,DHIS,LF THERAPEUTIC,Electronic,District,N,,,,N,,,[N]
3556,HMIS,DHIS,LF TREATED,Electronic,District,N,,,,N,,,[N]
3557,HMIS,DHIS,LF YESNO,Electronic,District,N,,,,N,,,[N]
3558,HMIS,DHIS,MA ART MOTHER 1ST OR 2ND TRIMESTER,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3559,HMIS,DHIS,MA ART MOTHER 3RD TRIMESTER,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3560,HMIS,DHIS,MA ART MOTHER DURING LABOUR,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3561,HMIS,DHIS,MA BREASTFEEDING INITIATED BF IN 60MIN,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3562,HMIS,DHIS,MA DELIVERY MODE BREECH,Electronic,District,Y,PMTCT,6,N,6,,,[6]
3563,HMIS,DHIS,MA DELIVERY MODE CAESAREAN SECTION,Electronic,District,Y,PMTCT,6,N,6,,,[6]
3564,HMIS,DHIS,MA DELIVERY MODE SPONTANEOUS VAGINA,Electronic,District,Y,PMTCT,6,N,6,,,[6]
3565,HMIS,DHIS,MA DELIVERY MODE VACUUM EXTRACTION,Electronic,District,Y,PMTCT,6,N,6,,,[6]
3566,HMIS,DHIS,MA DELIVERY PLACE HOME TBA,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3567,HMIS,DHIS,MA DELIVERY PLACE IN TRANSIT,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3568,HMIS,DHIS,MA DELIVERY PLACE OTHER FACILITY,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3569,HMIS,DHIS,MA DELIVERY PLACE THIS FACILITY,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3570,HMIS,DHIS,MA HIV TEST RESULTS NEW +VE,Electronic,District,Y,PMTCT,246,Y,2,4,6,"[2,4,6]"
3571,HMIS,DHIS,MA HIV TEST RESULTS NEW VE,Electronic,District,Y,PMTCT,246,Y,2,4,6,"[2,4,6]"
3572,HMIS,DHIS,MA HIV TEST RESULTS NOT DONE,Electronic,District,Y,PMTCT,26,Y,2,6,,"[2,6]"
3573,HMIS,DHIS,MA HIV TEST RESULTS PRE VE,Electronic,District,Y,PMTCT,246,Y,2,4,6,"[2,4,6]"
3574,HMIS,DHIS,MA HIV TEST RESULTS PREV +VE,Electronic,District,Y,PMTCT,246,Y,2,4,6,"[2,4,6]"
3575,HMIS,DHIS,MA INFANT SURVIVAL ALIVE EXP NO NVP,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3576,HMIS,DHIS,MA INFANT SURVIVAL ALIVE EXP NVP,Electronic,District,Y,PMTCT,46,Y,4,6,,"[4,6]"
3577,HMIS,DHIS,MA INFANT SURVIVAL ALIVE NOT HIV EXP,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3578,HMIS,DHIS,MA INFANT SURVIVAL ALIVE UNKNOWN EXP,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3579,HMIS,DHIS,MA INFANT SURVIVAL NEONATAL DEATH,Electronic,District,Y,PMTCT,6,N,6,,,[6]
3580,HMIS,DHIS,MA INFANT SURVIVAL STILL FRESH,Electronic,District,Y,PMTCT,6,N,6,,,[6]
3581,HMIS,DHIS,MA INFANT SURVIVAL STILLBIRTH MACERATED,Electronic,District,Y,PMTCT,6,N,6,,,[6]
3582,HMIS,DHIS,MA MOTHER NOT ON ART,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3583,HMIS,DHIS,MA MOTHER START BEFORE PREGNANCY,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3584,HMIS,DHIS,MA NEWBORN COMPLICATIONS ASPHYXIA,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3585,HMIS,DHIS,MA NEWBORN COMPLICATIONS NONE,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3586,HMIS,DHIS,MA NEWBORN COMPLICATIONS OTHER,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3587,HMIS,DHIS,MA NEWBORN COMPLICATIONS PREMATURITY,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3588,HMIS,DHIS,MA NEWBORN COMPLICATIONS SEPSIS,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3589,HMIS,DHIS,MA NEWBORN COMPLICATIONS WEIGHT < 2500G,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3590,HMIS,DHIS,MA OBS COMPLICATIONS ANTE PARTUM,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3591,HMIS,DHIS,MA OBS COMPLICATIONS NONE,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3592,HMIS,DHIS,MA OBS COMPLICATIONS OTHERS,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3593,HMIS,DHIS,MA OBS COMPLICATIONS POST PARTUM,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3594,HMIS,DHIS,MA OBS COMPLICATIONS PRE ECLAMPSIA,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3595,HMIS,DHIS,MA OBS COMPLICATIONS PRO LABOUR,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3596,HMIS,DHIS,MA OBS COMPLICATIONS RUPTURED UTERUS,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3597,HMIS,DHIS,MA OBS COMPLICATIONS SEPSIS,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3598,HMIS,DHIS,MA OBST CARE ANTIBIOTICS,Electronic,District,Y,PMTCT,1,Y,1,,,[1]
3599,HMIS,DHIS,MA OBST CARE ANTICONVULSIVE,Electronic,District,Y,PMTCT,6,N,6,,,[6]
3600,HMIS,DHIS,MA OBST CARE BLOOD TRANSFUSION,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3601,HMIS,DHIS,MA OBST CARE MANUAL REM PLACENTA,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3602,HMIS,DHIS,MA OBST CARE OXYTOCIN,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3603,HMIS,DHIS,MA RECEIVED VIT A,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3604,HMIS,DHIS,MA RECIEVED TETRACYCLINE EYE OINTMENT,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3605,HMIS,DHIS,MA REFERRED OUT,Electronic,District,Y,PMTCT,36,Y,3,6,,"[3,6]"
3606,HMIS,DHIS,MA SINGLETONS,Electronic,District,Y,PMTCT,6,?,6,,,[6]
3607,HMIS,DHIS,MA STAFF CONDUCTING DELIVERY A,Electronic,District,Y,PMTCT,67,Y,6,7,,"[6,7]"
3608,HMIS,DHIS,MA STAFF CONDUCTING DELIVERY B,Electronic,District,Y,PMTCT,67,Y,6,7,,"[6,7]"
3609,HMIS,DHIS,MA STAFF CONDUCTING DELIVERY C,Electronic,District,Y,PMTCT,67,Y,6,7,,"[6,7]"
3610,HMIS,DHIS,MA TWINS TRIPLETS,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3611,HMIS,DHIS,MAL INPATIENT CONFIRMED MALARIA CASES <5 YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3612,HMIS,DHIS,MAL INPATIENT CONFIRMED MALARIA CASES 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3613,HMIS,DHIS,MAL INPATIENT DEATHS TOTAL <5 YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3614,HMIS,DHIS,MAL INPATIENT DEATHS TOTAL 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3615,HMIS,DHIS,MAL INPATIENT MALARIA DEATHS TOTAL <5 YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3616,HMIS,DHIS,MAL INPATIENT MALARIA DEATHS TOTAL 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3617,HMIS,DHIS,MAL INPATIENT SUSPECTED MALARIA CASES < 5 YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3618,HMIS,DHIS,MAL INPATIENT SUSPECTED MALARIA CASES 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3619,HMIS,DHIS,MAL INPATIENTS TOTAL <5 YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3620,HMIS,DHIS,MAL INPATIENTS TOTAL 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3621,HMIS,DHIS,MAL LA 1X6 CONSUMED,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3622,HMIS,DHIS,MAL LA 1X6 Q ISSUED,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3623,HMIS,DHIS,MAL LA 1X6 QDISPENSED,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3624,HMIS,DHIS,MAL LA 1X6 RECIEVED,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3625,HMIS,DHIS,MAL LA 1X6 STOCKED OUT,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3626,HMIS,DHIS,MAL LA 2X6 CONSUMED,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3627,HMIS,DHIS,MAL LA 2X6 Q ISSUED,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3628,HMIS,DHIS,MAL LA 2X6 QDISPENSED,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3629,HMIS,DHIS,MAL LA 2X6 RECIEVED,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3630,HMIS,DHIS,MAL LA 2X6 STOCKED OUT,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3631,HMIS,DHIS,MAL LA 3X6 CONSUMED,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3632,HMIS,DHIS,MAL LA 3X6 Q ISSUED,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3633,HMIS,DHIS,MAL LA 3X6 QDISPENSED,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3634,HMIS,DHIS,MAL LA 3X6 RECIEVED,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3635,HMIS,DHIS,MAL LA 3X6 STOCKED OUT,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3636,HMIS,DHIS,MAL LA 4X6 CONSUMED,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3637,HMIS,DHIS,MAL LA 4X6 Q ISSUED,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3638,HMIS,DHIS,MAL LA 4X6 QDISPENSED,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3639,HMIS,DHIS,MAL LA 4X6 RECEIVED,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3640,HMIS,DHIS,MAL LA 4X6 STOCKED OUT,Electronic,District,Y,DRUGS,1,Y,1,,,[1]
3641,HMIS,DHIS,MAL NUM OF INVALID TEST RDT <5 YRS,Electronic,District,Y,MALARIA,13,Y,1,3,,"[1,3]"
3642,HMIS,DHIS,MAL NUM OF INVALID TEST RDT 5+ YRS,Electronic,District,Y,MALARIA,13,Y,1,3,,"[1,3]"
3643,HMIS,DHIS,MAL OUTPATIENT CONFIRMED MALARIA CASES MICROSCOPY < 5 YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3644,HMIS,DHIS,MAL OUTPATIENT CONFIRMED MALARIA CASES MICROSCOPY 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3645,HMIS,DHIS,MAL OUTPATIENT CONFIRMED MALARIA CASES RDT <5 YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3646,HMIS,DHIS,MAL OUTPATIENT CONFIRMED MALARIA CASES RDT 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3647,HMIS,DHIS,MAL OUTPATIENT SUSPECTED CASES TESTED FOR MALARIA MICROSCOPY <5 YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3648,HMIS,DHIS,MAL OUTPATIENT SUSPECTED CASES TESTED FOR MALARIA MICROSCOPY 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3649,HMIS,DHIS,MAL OUTPATIENT SUSPECTED CASES TESTED FOR MALARIA RDT < 5 YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3650,HMIS,DHIS,MAL OUTPATIENT SUSPECTED CASES TESTED FOR MALARIA RDT 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3651,HMIS,DHIS,MAL OUTPATIENT SUSPECTED MALARIA CASES < 5 YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3652,HMIS,DHIS,MAL OUTPATIENT SUSPECTED MALARIA CASES 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3653,HMIS,DHIS,MAL RDTS CONSUMED,Electronic,District,Y,DRUGS,13,Y,1,3,,"[1,3]"
3654,HMIS,DHIS,MAL RDTS RECEIVED,Electronic,District,Y,DRUGS,13,Y,1,3,,"[1,3]"
3655,HMIS,DHIS,MAL RTDS CONSUMED,Electronic,District,Y,DRUGS,13,Y,1,3,,"[1,3]"
3656,HMIS,DHIS,MAL RTDS Q ISSUED,Electronic,District,Y,DRUGS,13,Y,1,3,,"[1,3]"
3657,HMIS,DHIS,MAL RTDS RECIEVED,Electronic,District,Y,DRUGS,13,Y,1,3,,"[1,3]"
3658,HMIS,DHIS,MAL RTDS STOCKED OUT,Electronic,District,Y,DRUGS,13,Y,1,3,,"[1,3]"
3659,HMIS,DHIS,MAL SP CONSUMED,Electronic,District,Y,DRUGS,13,Y,1,3,,"[1,3]"
3660,HMIS,DHIS,MAL SP Q ISSUED,Electronic,District,Y,DRUGS,13,Y,1,3,,"[1,3]"
3661,HMIS,DHIS,MAL SP RECEIVED,Electronic,District,Y,DRUGS,13,Y,1,3,,"[1,3]"
3662,HMIS,DHIS,MAL SP STOCKED OUT,Electronic,District,Y,DRUGS,13,Y,1,3,,"[1,3]"
3663,HMIS,DHIS,MALARIA # OF COMMUNITY MEETINGS COMMEMORATION DAYS,Electronic,District,Y,MALARIA,3,N,3,,,[3]
3664,HMIS,DHIS,MALARIA # OF FILM SHOWS,Electronic,District,Y,MALARIA,3,N,3,,,[3]
3665,HMIS,DHIS,MALARIA # OF INTERACTIVE DRAMA SESSIONS,Electronic,District,Y,MALARIA,3,N,3,,,[3]
3666,HMIS,DHIS,MALARIA # OF ROAD SHOWS,Electronic,District,Y,MALARIA,3,N,3,,,[3]
3667,HMIS,DHIS,MALARIA ADMISSION,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3668,HMIS,DHIS,MALARIA DISTRICT HOSPITAL,Electronic,District,Y,MALARIA,7,Y,7,,,[7]
3669,HMIS,DHIS,MALARIA FLIPCHART,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3670,HMIS,DHIS,MALARIA HEALTH CENTRE,Electronic,District,Y,MALARIA,7,Y,7,,,[7]
3671,HMIS,DHIS,MALARIA INPATIENT DEATH,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3672,HMIS,DHIS,MALARIA LEAFLETS,Electronic,District,Y,MALARIA,3,N,3,,,[3]
3673,HMIS,DHIS,MALARIA NEW,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3674,HMIS,DHIS,MALARIA NONE,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3675,HMIS,DHIS,MALARIA OTHER,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3676,HMIS,DHIS,MALARIA POSTERS,Electronic,District,Y,MALARIA,3,N,3,,,[3]
3677,HMIS,DHIS,MALARIA RURAL COMM HOSP,Electronic,District,Y,MALARIA,7,Y,7,,,[7]
3678,HMIS,DHIS,MALARIA TOTAL# PROVIDED IN THIS QUARTER,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
3679,HMIS,DHIS,MALARIA TV DVDS,Electronic,District,Y,MALARIA,3,N,3,,,[3]
3680,HMIS,DHIS,MALNUTRITION ADMISSION,Electronic,District,Y,NUTRITION,3,Y,3,,,[3]
3681,HMIS,DHIS,MALNUTRITION INPATIENT DEATH,Electronic,District,Y,NUTRITION,3,Y,3,,,[3]
3682,HMIS,DHIS,MALNUTRITION NEW,Electronic,District,Y,NUTRITION,3,Y,3,,,[3]
3683,HMIS,DHIS,MANAGEMENT MEETINGS CONDUCTED,Electronic,District,Y,OTHER,7,Y,7,,,[7]
3684,HMIS,DHIS,MAT MATERNAL DEATHS,Electronic,District,N,,,,N,,,[N]
3685,HMIS,DHIS,MATERNAL HEALTH # OF COMMUNITY MEETINGS COMMEMORATION DAYS,Electronic,District,Y,PMTCT,6,N,6,,,[6]
3686,HMIS,DHIS,MATERNAL HEALTH # OF FILM SHOWS,Electronic,District,Y,PMTCT,6,N,6,,,[6]
3687,HMIS,DHIS,MATERNAL HEALTH # OF INTERACTIVE DRAMA SESSIONS,Electronic,District,Y,PMTCT,6,N,6,,,[6]
3688,HMIS,DHIS,MATERNAL HEALTH # OF ROAD SHOWS,Electronic,District,Y,PMTCT,6,N,6,,,[6]
3689,HMIS,DHIS,MATERNAL HEALTH DISTRICT HOSPITAL,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3690,HMIS,DHIS,MATERNAL HEALTH FLIPCHART,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3691,HMIS,DHIS,MATERNAL HEALTH HEALTH CENTRE,Electronic,District,Y,PMTCT,67,Y,6,7,,"[6,7]"
3692,HMIS,DHIS,MATERNAL HEALTH NONE,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3693,HMIS,DHIS,MATERNAL HEALTH POSTERS,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3694,HMIS,DHIS,MATERNAL HEALTH RURAL COMM HOSP,Electronic,District,Y,PMTCT,67,Y,6,7,,"[6,7]"
3695,HMIS,DHIS,MATERNAL HEALTH TOTAL# PROVIDED IN THIS QUARTER,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3696,HMIS,DHIS,MATERNAL HEALTH TV DVDS,Electronic,District,Y,PMTCT,6,N,6,,,[6]
3697,HMIS,DHIS,MATERNITY ADMISSION,Electronic,District,Y,PMTCT,6,Y,6,,,[6]
3698,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP <30,Electronic,District,Y,CC,3,Y,3,,,[3]
3699,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP >45,Electronic,District,Y,CC,3,Y,3,,,[3]
3700,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP 30 45,Electronic,District,Y,CC,3,Y,3,,,[3]
3701,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP HIV,Electronic,District,Y,CC,3,Y,3,,,[3]
