ElementCode,System,Table,Element,SystemType,Level,HIV,ProgramArea,Goal,PotentialOverlapHIV
3329,HMIS,DHIS,IMCI ADJUSTMENT LA 1X6 IN,Electronic,District,N,,none,
3330,HMIS,DHIS,IMCI ADJUSTMENT LA 1X6 OUT,Electronic,District,N,,none,
3331,HMIS,DHIS,IMCI ADJUSTMENT LA 2X6  E,Electronic,District,N,,none,
3332,HMIS,DHIS,IMCI ADJUSTMENT LA 2X6 IN,Electronic,District,N,,none,
3333,HMIS,DHIS,IMCI ADJUSTMENT LA 2X6 OUT,Electronic,District,N,,none,
3334,HMIS,DHIS,IMCI ADJUSTMENT ORS  E,Electronic,District,N,,none,
3335,HMIS,DHIS,IMCI ADJUSTMENT ORS IN,Electronic,District,N,,none,
3336,HMIS,DHIS,IMCI ADJUSTMENT ORS OUT,Electronic,District,N,,none,
3337,HMIS,DHIS,IMCI ADJUSTMENT PARACETAMOL  E,Electronic,District,N,,none,
3338,HMIS,DHIS,IMCI ADJUSTMENT PARACETAMOL IN,Electronic,District,N,,none,
3339,HMIS,DHIS,IMCI ADJUSTMENT PARACETAMOL OUT,Electronic,District,N,,none,
3340,HMIS,DHIS,IMCI ADJUSTMENT ZINC  E,Electronic,District,N,,none,
3341,HMIS,DHIS,IMCI ADJUSTMENT ZINC IN,Electronic,District,N,,none,
3342,HMIS,DHIS,IMCI ADJUSTMENT ZINC OUT,Electronic,District,N,,none,
3343,HMIS,DHIS,IMCI DAYS STOCKED OUT COTRIMOXAZOLE  C,Electronic,District,N,,none,
3344,HMIS,DHIS,IMCI DAYS STOCKED OUT EYE OINTMENT  C,Electronic,District,N,,none,
3345,HMIS,DHIS,IMCI DAYS STOCKED OUT LA 1X6  C,Electronic,District,N,,none,
3346,HMIS,DHIS,IMCI DAYS STOCKED OUT LA 2X6  C,Electronic,District,N,,none,
3347,HMIS,DHIS,IMCI DAYS STOCKED OUT ORS  C,Electronic,District,N,,none,
3348,HMIS,DHIS,IMCI DAYS STOCKED OUT PARACETAMOL  C,Electronic,District,N,,none,
3349,HMIS,DHIS,IMCI DAYS STOCKED OUT ZINC  C,Electronic,District,N,,none,
3350,HMIS,DHIS,IMCI DEATHS ANAEMIA PALLOR 12 TO 59 MONTHS,Electronic,District,N,,none,
3351,HMIS,DHIS,IMCI DEATHS ANAEMIA PALLOR 2 TO 11 MONTHS,Electronic,District,N,,none,
3352,HMIS,DHIS,IMCI DEATHS DIARRHOEA 12 TO 59 MONTHS,Electronic,District,N,,none,
3353,HMIS,DHIS,IMCI DEATHS DIARRHOEA 2 TO 11 MONTHS,Electronic,District,N,,none,
3354,HMIS,DHIS,IMCI DEATHS MALARIA FEVER 12 TO 59 MONTHS,Electronic,District,Y,MALARIA,3,Y
3355,HMIS,DHIS,IMCI DEATHS MALARIA FEVER 2 TO 11 MONTHS,Electronic,District,Y,MALARIA,3,Y
3356,HMIS,DHIS,IMCI DEATHS MALNUTRITION 12 TO 59 MONTHS,Electronic,District,Y,NUTRITION,3,Y
3357,HMIS,DHIS,IMCI DEATHS MALNUTRITION 2 TO 11 MONTHS,Electronic,District,Y,NUTRITION,3,Y
3358,HMIS,DHIS,IMCI DEATHS OTHER CONDITIONS 12 TO 59 MONTHS,Electronic,District,Y,OTHER,3,Y
3359,HMIS,DHIS,IMCI DEATHS OTHER CONDITIONS 2 TO 11 MONTHS,Electronic,District,Y,OTHER,3,Y
3360,HMIS,DHIS,IMCI DEATHS PNEUMONIA FAST BREATHING 12 TO 59 MONTHS,Electronic,District,N,,none,
3361,HMIS,DHIS,IMCI DEATHS PNEUMONIA FAST BREATHING 2 TO 11 MONTHS,Electronic,District,N,,none,
3362,HMIS,DHIS,IMCI DEATHS RED EYE 12 TO 59 MONTHS,Electronic,District,N,,none,
3363,HMIS,DHIS,IMCI DEATHS RED EYE 2 TO 11 MONTHS,Electronic,District,N,,none,
3364,HMIS,DHIS,IMCI LOSES COTRIMOXAZOLE  D,Electronic,District,N,,none,
3365,HMIS,DHIS,IMCI LOSES EYE OINTMENT  D,Electronic,District,N,,none,
3366,HMIS,DHIS,IMCI LOSES LA 1X6  D,Electronic,District,N,,none,
3367,HMIS,DHIS,IMCI LOSES LA 2X6  D,Electronic,District,N,,none,
3368,HMIS,DHIS,IMCI LOSES ORS  D,Electronic,District,N,,none,
3369,HMIS,DHIS,IMCI LOSES PARACETAMOL  D,Electronic,District,N,,none,
3370,HMIS,DHIS,IMCI LOSES ZINC  D,Electronic,District,N,,none,
3371,HMIS,DHIS,IMCI NEW CASES ANAEMIA PALLOR 12 TO 59 MONTHS,Electronic,District,N,,none,
3372,HMIS,DHIS,IMCI NEW CASES ANAEMIA PALLOR 2 TO 11 MONTHS,Electronic,District,N,,none,
3373,HMIS,DHIS,IMCI NEW CASES BY GENDER FEMALE,Electronic,District,Y,OTHER,3,Y
3374,HMIS,DHIS,IMCI NEW CASES BY GENDER MALE,Electronic,District,Y,OTHER,3,Y
3375,HMIS,DHIS,IMCI NEW CASES DIARRHOEA 12 TO 59 MONTHS,Electronic,District,N,,none,
3376,HMIS,DHIS,IMCI NEW CASES DIARRHOEA 2 TO 11 MONTHS,Electronic,District,N,,none,
3377,HMIS,DHIS,IMCI NEW CASES MALARIA FEVER 12 TO 59 MONTHS,Electronic,District,Y,MALARIA,3,Y
3378,HMIS,DHIS,IMCI NEW CASES MALARIA FEVER 2 TO 11 MONTHS,Electronic,District,Y,MALARIA,3,Y
3379,HMIS,DHIS,IMCI NEW CASES MALNUTRITION 12 TO 59 MONTHS,Electronic,District,Y,NUTRITION,3,Y
3380,HMIS,DHIS,IMCI NEW CASES MALNUTRITION 2 TO 11 MONTHS,Electronic,District,Y,NUTRITION,3,Y
3381,HMIS,DHIS,IMCI NEW CASES OTHER CONDITIONS 12 TO 59 MONTHS,Electronic,District,Y,OTHER,3,Y
3382,HMIS,DHIS,IMCI NEW CASES OTHER CONDITIONS 2 TO 11 MONTHS,Electronic,District,Y,OTHER,3,Y
3383,HMIS,DHIS,IMCI NEW CASES PNEUMONIA FAST BREATHING 12 TO 59 MONTHS,Electronic,District,N,MALARIA,3,Y
3384,HMIS,DHIS,IMCI NEW CASES PNEUMONIA FAST BREATHING 2 TO 11 MONTHS,Electronic,District,N,MALARIA,3,Y
3385,HMIS,DHIS,IMCI NEW CASES RED EYE 12 TO 59 MONTHS,Electronic,District,N,NUTRITION,3,Y
3386,HMIS,DHIS,IMCI NEW CASES RED EYE 2 TO 11 MONTHS,Electronic,District,N,NUTRITION,3,Y
3387,HMIS,DHIS,IMCI NEW SOH COTRIMOXAZOLE  H,Electronic,District,N,,none,
3388,HMIS,DHIS,IMCI NEW SOH EYE OINTMENT  H,Electronic,District,N,,none,
3389,HMIS,DHIS,IMCI NEW SOH LA 1X6  H,Electronic,District,N,,none,
3390,HMIS,DHIS,IMCI NEW SOH LA 2X6  H,Electronic,District,N,,none,
3391,HMIS,DHIS,IMCI NEW SOH ORS  H,Electronic,District,N,,none,
3392,HMIS,DHIS,IMCI NEW SOH PARACETAMOL  H,Electronic,District,N,,none,
3393,HMIS,DHIS,IMCI NEW SOH ZINC  H,Electronic,District,N,,none,
3394,HMIS,DHIS,IMCI QTY RECEIVED COTRIMOXAZOLE  G,Electronic,District,N,,none,
3395,HMIS,DHIS,IMCI QTY RECEIVED EYE OINTMENT  G,Electronic,District,N,,none,
3396,HMIS,DHIS,IMCI QTY RECEIVED LA 1X6  G,Electronic,District,N,,none,
3397,HMIS,DHIS,IMCI QTY RECEIVED LA 2X6  G,Electronic,District,N,,none,
3398,HMIS,DHIS,IMCI QTY RECEIVED ORS  G,Electronic,District,N,,none,
3399,HMIS,DHIS,IMCI QTY RECEIVED PARACETAMOL  G,Electronic,District,N,,none,
3400,HMIS,DHIS,IMCI QTY RECEIVED ZINC  G,Electronic,District,N,,none,
3401,HMIS,DHIS,IMCI QUANTITY DISPENSED COTRIMOXAZOLE  B,Electronic,District,N,,none,
3402,HMIS,DHIS,IMCI QUANTITY DISPENSED EYE OINTMENT  B,Electronic,District,N,,none,
3403,HMIS,DHIS,IMCI QUANTITY DISPENSED LA 1X6  B,Electronic,District,N,,none,
3404,HMIS,DHIS,IMCI QUANTITY DISPENSED LA 2X6  B,Electronic,District,N,,none,
3405,HMIS,DHIS,IMCI QUANTITY DISPENSED ORS  B,Electronic,District,N,,none,
3406,HMIS,DHIS,IMCI QUANTITY DISPENSED PARACETAMOL  B,Electronic,District,N,,none,
3407,HMIS,DHIS,IMCI QUANTITY DISPENSED ZINC  B,Electronic,District,N,,none,
3408,HMIS,DHIS,IMCI QUANTITY ON HAND COTRIMOXAZOLE  A,Electronic,District,N,,none,
3409,HMIS,DHIS,IMCI QUANTITY ON HAND EYE OINTMENT  A,Electronic,District,N,,none,
3410,HMIS,DHIS,IMCI QUANTITY ON HAND LA 1X6  A,Electronic,District,N,,none,
3411,HMIS,DHIS,IMCI QUANTITY ON HAND LA 2X6  A,Electronic,District,N,,none,
3412,HMIS,DHIS,IMCI QUANTITY ON HAND ORS  A,Electronic,District,N,,none,
3413,HMIS,DHIS,IMCI QUANTITY ON HAND PARACETAMOL  A,Electronic,District,N,,none,
3414,HMIS,DHIS,IMCI QUANTITY ON HAND ZINC  A,Electronic,District,N,,none,
3415,HMIS,DHIS,IMCI REFERRALS ANAEMIA PALLOR 12 TO 59 MONTHS,Electronic,District,N,,none,
3416,HMIS,DHIS,IMCI REFERRALS ANAEMIA PALLOR 2 TO 11 MONTHS,Electronic,District,N,,none,
3417,HMIS,DHIS,IMCI REFERRALS DIARRHOEA 12 TO 59 MONTHS,Electronic,District,N,,none,
3418,HMIS,DHIS,IMCI REFERRALS DIARRHOEA 2 TO 11 MONTHS,Electronic,District,N,,none,
3419,HMIS,DHIS,IMCI REFERRALS MALARIA FEVER 12 TO 59 MONTHS,Electronic,District,Y,MALARIA,3,Y
3420,HMIS,DHIS,IMCI REFERRALS MALARIA FEVER 2 TO 11 MONTHS,Electronic,District,Y,MALARIA,3,Y
3421,HMIS,DHIS,IMCI REFERRALS MALNUTRITION 12 TO 59 MONTHS,Electronic,District,Y,NUTRITION,3,Y
3422,HMIS,DHIS,IMCI REFERRALS MALNUTRITION 2 TO 11 MONTHS,Electronic,District,y,NUTRITION,3,Y
3423,HMIS,DHIS,IMCI REFERRALS OTHER CONDITIONS 12 TO 59 MONTHS,Electronic,District,Y,OTHER,3,Y
3424,HMIS,DHIS,IMCI REFERRALS OTHER CONDITIONS 2 TO 11 MONTHS,Electronic,District,Y,OTHER,3,Y
3425,HMIS,DHIS,IMCI REFERRALS PNEUMONIA FAST BREATHING 12 TO 59 MONTHS,Electronic,District,N,,none,
3426,HMIS,DHIS,IMCI REFERRALS PNEUMONIA FAST BREATHING 2 TO 11 MONTHS,Electronic,District,N,,none,
3427,HMIS,DHIS,IMCI REFERRALS RED EYE 12 TO 59 MONTHS,Electronic,District,N,,none,
3428,HMIS,DHIS,IMCI REFERRALS RED EYE 2 TO 11 MONTHS,Electronic,District,N,,none,
3429,HMIS,DHIS,INCINERATOR AND PLACENTA DISPOSAL PIT HEALTH CENTRES,Electronic,District,N,,none,
3430,HMIS,DHIS,INCOME ALL SOURCES,Electronic,District,N,,none,
3431,HMIS,DHIS,INCOME COST SHARING,Electronic,District,N,,none,
3432,HMIS,DHIS,INTESTINAL WORMS ADMISSION,Electronic,District,N,,none,
3433,HMIS,DHIS,INTESTINAL WORMS INPATIENT DEATH,Electronic,District,N,,none,
3434,HMIS,DHIS,INTESTINAL WORMS NEW,Electronic,District,N,,none,
3435,HMIS,DHIS,KMC BABIES INITIATED ON AMBULATORY KMC,Electronic,District,N,,none,
3436,HMIS,DHIS,KMC LBW BABIES INITIATED ON AMBULATORY KMC,Electronic,District,N,,none,
3437,HMIS,DHIS,KMC NUMBER OF BABIES DISCHARGED ALIVE,Electronic,District,N,,none,
3438,HMIS,DHIS,KMC NUMBER OF BABIES EXPECTED FOR KMC FOLLOW UP,Electronic,District,N,,none,
3439,HMIS,DHIS,KMC NUMBER OF BABIES INITIATED ON KMC,Electronic,District,N,,none,
3440,HMIS,DHIS,KMC NUMBER OF BABIES INITIATED ON KMC REF IN,Electronic,District,N,,none,
3441,HMIS,DHIS,KMC NUMBER OF BABIES INITIATED ON KMC REF OUT,Electronic,District,N,,none,
3442,HMIS,DHIS,KMC NUMBER OF BABIES THAT ATTENDED ATLEAST 1 KMC FOLLOW UP,Electronic,District,N,,none,
3443,HMIS,DHIS,KMC NUMBER OF BABIES WHO ABSCONDED FROM KMC,Electronic,District,N,,none,
3444,HMIS,DHIS,KMC NUMBER OF BABIES WHO DIED BEFORE DISCHARGE,Electronic,District,N,,none,
3445,HMIS,DHIS,KMC NUMBER OF LBW BABIES,Electronic,District,N,,none,
3446,HMIS,DHIS,KMC NUMBER OF PRE TERM BABIES,Electronic,District,N,,none,
3447,HMIS,DHIS,LAB ACID PHOSPHATASE,Electronic,District,N,,none,
3448,HMIS,DHIS,LAB ADULT CELL PACKS,Electronic,District,N,,none,
3449,HMIS,DHIS,LAB ALBUMIN,Electronic,District,N,,none,
3450,HMIS,DHIS,LAB ALKALINE PHOSPHATASE,Electronic,District,N,,none,
3451,HMIS,DHIS,LAB AMYLASE,Electronic,District,N,,none,
3452,HMIS,DHIS,LAB BICARBONATE,Electronic,District,N,,none,
3453,HMIS,DHIS,LAB BILURUBIN TOTAL,Electronic,District,N,,none,
3454,HMIS,DHIS,LAB BIRULUBIN DIRECT,Electronic,District,N,,none,
3455,HMIS,DHIS,LAB BLEEDING TIME,Electronic,District,N,,none,
3456,HMIS,DHIS,LAB BLOOD GROUPING,Electronic,District,N,,none,
3457,HMIS,DHIS,LAB CALCIUM,Electronic,District,N,,none,
3458,HMIS,DHIS,LAB CD4 EPIC,Electronic,District,Y,HTC,2,Y
3459,HMIS,DHIS,LAB CHLORIDE,Electronic,District,N,,none,
3460,HMIS,DHIS,LAB CHOLESTEROL,Electronic,District,N,,none,
3461,HMIS,DHIS,LAB CLOTTING TIME,Electronic,District,N,,none,
3462,HMIS,DHIS,LAB CPK,Electronic,District,N,,none,
3463,HMIS,DHIS,LAB CREATININE,Electronic,District,N,,none,
3464,HMIS,DHIS,LAB CRYOS,Electronic,District,Y,HTC,23,Y
3465,HMIS,DHIS,LAB CSF PROTEIN,Electronic,District,N,,none,
3466,HMIS,DHIS,LAB DNA,Electronic,District,N,,none,
3467,HMIS,DHIS,LAB ERYTHROCYTES SEDIMENTATION RATE,Electronic,District,N,,none,
3468,HMIS,DHIS,LAB FBC,Electronic,District,N,,none,
3469,HMIS,DHIS,LAB FECALYSIS,Electronic,District,N,,none,
3470,HMIS,DHIS,LAB FFP,Electronic,District,N,,none,
3471,HMIS,DHIS,LAB GGT,Electronic,District,N,,none,
3472,HMIS,DHIS,LAB GLUCOSE,Electronic,District,N,,none,
3473,HMIS,DHIS,LAB GOT,Electronic,District,N,,none,
3474,HMIS,DHIS,LAB GPT,Electronic,District,N,,none,
3475,HMIS,DHIS,LAB GRAM NEGATIVE DIPLOCOCCI,Electronic,District,N,,none,
3476,HMIS,DHIS,LAB GRAM STAIN,Electronic,District,N,,none,
3477,HMIS,DHIS,LAB HEMOGLOBIN,Electronic,District,N,,none,
3478,HMIS,DHIS,LAB HEPATITIS B,Electronic,District,N,,none,
3479,HMIS,DHIS,LAB HEPATITIS C,Electronic,District,N,,none,
3480,HMIS,DHIS,LAB HIV DETERMINE,Electronic,District,Y,HTC,24,Y
3481,HMIS,DHIS,LAB INDIAN INK,Electronic,District,N,,none,
3482,HMIS,DHIS,LAB LABORATORY TECHN IN POST,Electronic,District,N,,none,
3483,HMIS,DHIS,LAB LACTATE LDH,Electronic,District,N,,none,
3484,HMIS,DHIS,LAB LIVER FUNCTIONAL TEST,Electronic,District,N,,none,
3485,HMIS,DHIS,LAB MALARIA MICROSCOPY,Electronic,District,Y,MALARIA,3,Y
3486,HMIS,DHIS,LAB N MENINGITIDIS,Electronic,District,N,,none,
3487,HMIS,DHIS,LAB NO OF DAYS WITHOUT FUNCTIONAL KEY EQUIPMENT,Electronic,District,Y,OTHER,1,Y
3488,HMIS,DHIS,LAB NO OF PARASITOLOGICAL TESTS CONDUCTED,Electronic,District,N,,none,
3489,HMIS,DHIS,LAB NUMBER OF BIOCHEMISTRY TESTS CONDUCTED,Electronic,District,N,,none,
3490,HMIS,DHIS,LAB NUMBER OF BLOOD PRODUCTS ORDERED,Electronic,District,Y,BS,1,N
3491,HMIS,DHIS,LAB NUMBER OF BLOOD PRODUCTS SUPPLIED,Electronic,District,Y,BS,1,N
3492,HMIS,DHIS,LAB NUMBER OF HEMATOLOGICAL TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y
3493,HMIS,DHIS,LAB NUMBER OF MICROBIOLOGICAL TESTS CONDUCTED,Electronic,District,N,,none,
3494,HMIS,DHIS,LAB NUMBER OF PANEL TESTS CONDUCTED,Electronic,District,N,,none,
3495,HMIS,DHIS,LAB NUMBER OF PATHOLOGICAL TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y
3496,HMIS,DHIS,LAB NUMBER OF SEROLOGICAL TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y
3497,HMIS,DHIS,LAB NUMBER OF STOCK OUT DAYS FOR KEY REAGENTS,Electronic,District,Y,DRUGS,1,Y
3498,HMIS,DHIS,LAB NUMBER OF TB TESTS,Electronic,District,Y,ART,1,Y
3499,HMIS,DHIS,LAB OTHER,Electronic,District,Y,HTC,2,Y
3500,HMIS,DHIS,LAB OTHER CULTURE POSITVES,Electronic,District,Y,HTC,2,Y
3501,HMIS,DHIS,LAB OTHER SLIDE POSITIVES  INCLDING ZN,Electronic,District,Y,HTC,2,Y
3502,HMIS,DHIS,LAB PEDIATRICS CELL PACKS,Electronic,District,N,,none,
3503,HMIS,DHIS,LAB PHOSPHOROUS,Electronic,District,N,,none,
3504,HMIS,DHIS,LAB PLATELETS,Electronic,District,Y,HTC,2,Y
3505,HMIS,DHIS,LAB POTASSIUM,Electronic,District,N,,none,
3506,HMIS,DHIS,LAB PREGNANCY TESTS,Electronic,District,Y,PMTCT,16,Y
3507,HMIS,DHIS,LAB RBC MORPHOLOGY PBS,Electronic,District,N,,none,
3508,HMIS,DHIS,LAB RDT,Electronic,District,N,,none,
3509,HMIS,DHIS,LAB S HAEMATOBIUM,Electronic,District,N,,none,
3510,HMIS,DHIS,LAB SICKLE CELL,Electronic,District,N,,none,
3511,HMIS,DHIS,LAB SLIDE GRAM STAIN,Electronic,District,N,,none,
3512,HMIS,DHIS,LAB SLIDE POSITIVE WET MOUNT,Electronic,District,Y,ART,14,Y
3513,HMIS,DHIS,LAB SODIUM,Electronic,District,N,,none,
3514,HMIS,DHIS,LAB SPERM COUNTS,Electronic,District,N,,none,
3515,HMIS,DHIS,LAB SPNEUMONIA,Electronic,District,N,,none,
3516,HMIS,DHIS,LAB SYPHILIS,Electronic,District,Y,ART,4,Y
3517,HMIS,DHIS,LAB T VIRGINALS,Electronic,District,N,,none,
3518,HMIS,DHIS,LAB T3,Electronic,District,N,,none,
3519,HMIS,DHIS,LAB T4,Electronic,District,N,,none,
3520,HMIS,DHIS,LAB TOTAL BLOOD CULTURE,Electronic,District,Y,BS,2,N
3521,HMIS,DHIS,LAB TOTAL BLOOD PRODUCTS ORDERED FROM MBTS,Electronic,District,Y,BS,2,N
3522,HMIS,DHIS,LAB TOTAL BLOOD PRODUCTS SUPPLIED FROM MBTS,Electronic,District,Y,BS,2,N
3523,HMIS,DHIS,LAB TOTAL CROSSMATCHING,Electronic,District,N,,none,
3524,HMIS,DHIS,LAB TOTAL CSF,Electronic,District,N,,none,
3525,HMIS,DHIS,LAB TOTAL HVS,Electronic,District,Y,HTC,2,Y
3526,HMIS,DHIS,LAB TOTAL NUMBER OF TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y
3527,HMIS,DHIS,LAB TOTAL NUMBER OF TESTS REQUESTED,Electronic,District,Y,HTC,12,Y
3528,HMIS,DHIS,LAB TOTAL OTHER BODY CULTURES,Electronic,District,Y,HTC,2,Y
3529,HMIS,DHIS,LAB TOTAL PROTEIN,Electronic,District,Y,HTC,2,Y
3530,HMIS,DHIS,LAB TOTAL SENSITIVITY TESTS,Electronic,District,Y,HTC,12,Y
3531,HMIS,DHIS,LAB TOTAL STOOL CULTURE FOR CHOLERA,Electronic,District,n,,none,
3532,HMIS,DHIS,LAB TOTAL STOOL CULTURE FOR SALMONELLA AND SHIGELLA,Electronic,District,N,,none,
3533,HMIS,DHIS,LAB TOTAL URINE CULTURE,Electronic,District,N,,none,
3534,HMIS,DHIS,LAB TOTAL URINE MICROSCOPY,Electronic,District,N,,none,
3535,HMIS,DHIS,LAB TRIGLYCERIDES,Electronic,District,N,,none,
3536,HMIS,DHIS,LAB TSF,Electronic,District,N,,none,
3537,HMIS,DHIS,LAB UREA,Electronic,District,N,,none,
3538,HMIS,DHIS,LAB UREA AND ELECTROLYTES,Electronic,District,N,,none,
3539,HMIS,DHIS,LAB URIC ACID,Electronic,District,N,,none,
3540,HMIS,DHIS,LAB VIRAL LOAD,Electronic,District,Y,HTC,2,Y
3541,HMIS,DHIS,LEPROSY ADMISSION,Electronic,District,N,,none,
3542,HMIS,DHIS,LEPROSY INPATIENT DEATH,Electronic,District,N,,none,
3543,HMIS,DHIS,LF ADULTS > 15 YEARS,Electronic,District,N,,none,
3544,HMIS,DHIS,LF DRUGS USED,Electronic,District,N,,none,
3545,HMIS,DHIS,LF HDROCOEL,Electronic,District,N,,none,
3546,HMIS,DHIS,LF HELMINTHIASIS,Electronic,District,N,,none,
3547,HMIS,DHIS,LF LYMPHATIC FILARISIS,Electronic,District,N,,none,
3548,HMIS,DHIS,LF LYMPHOEDEMA,Electronic,District,N,,none,
3549,HMIS,DHIS,LF ONCHOCERCIASIS,Electronic,District,N,,none,
3550,HMIS,DHIS,LF POPULATION,Electronic,District,N,,none,
3551,HMIS,DHIS,LF PRE SCHOOL CHILDREN  0 4 YEARS,Electronic,District,N,,none,
3552,HMIS,DHIS,LF SCHITOSOMIASIS,Electronic,District,N,,none,
3553,HMIS,DHIS,LF SCHOOL AGE CHILDREN  5 14 YEARS,Electronic,District,N,,none,
3554,HMIS,DHIS,LF SIGHT PROBLEM,Electronic,District,N,,none,
3555,HMIS,DHIS,LF THERAPEUTIC,Electronic,District,N,,none,
3556,HMIS,DHIS,LF TREATED,Electronic,District,N,,none,
3557,HMIS,DHIS,LF YESNO,Electronic,District,N,,none,
3558,HMIS,DHIS,MA ART MOTHER 1ST OR 2ND TRIMESTER,Electronic,District,Y,PMTCT,6,Y
3559,HMIS,DHIS,MA ART MOTHER 3RD TRIMESTER,Electronic,District,Y,PMTCT,6,Y
3560,HMIS,DHIS,MA ART MOTHER DURING LABOUR,Electronic,District,Y,PMTCT,6,Y
3561,HMIS,DHIS,MA BREASTFEEDING INITIATED BF IN 60MIN,Electronic,District,Y,PMTCT,6,Y
3562,HMIS,DHIS,MA DELIVERY MODE BREECH,Electronic,District,Y,PMTCT,6,N
3563,HMIS,DHIS,MA DELIVERY MODE CAESAREAN SECTION,Electronic,District,Y,PMTCT,6,N
3564,HMIS,DHIS,MA DELIVERY MODE SPONTANEOUS VAGINA,Electronic,District,Y,PMTCT,6,N
3565,HMIS,DHIS,MA DELIVERY MODE VACUUM EXTRACTION,Electronic,District,Y,PMTCT,6,N
3566,HMIS,DHIS,MA DELIVERY PLACE HOME TBA,Electronic,District,Y,PMTCT,6,Y
3567,HMIS,DHIS,MA DELIVERY PLACE IN TRANSIT,Electronic,District,Y,PMTCT,6,Y
3568,HMIS,DHIS,MA DELIVERY PLACE OTHER FACILITY,Electronic,District,Y,PMTCT,6,Y
3569,HMIS,DHIS,MA DELIVERY PLACE THIS FACILITY,Electronic,District,Y,PMTCT,6,Y
3570,HMIS,DHIS,MA HIV TEST RESULTS NEW +VE,Electronic,District,Y,PMTCT,246,Y
3571,HMIS,DHIS,MA HIV TEST RESULTS NEW VE,Electronic,District,Y,PMTCT,246,Y
3572,HMIS,DHIS,MA HIV TEST RESULTS NOT DONE,Electronic,District,Y,PMTCT,26,Y
3573,HMIS,DHIS,MA HIV TEST RESULTS PRE VE,Electronic,District,Y,PMTCT,246,Y
3574,HMIS,DHIS,MA HIV TEST RESULTS PREV +VE,Electronic,District,Y,PMTCT,246,Y
3575,HMIS,DHIS,MA INFANT SURVIVAL ALIVE EXP NO NVP,Electronic,District,Y,PMTCT,6,Y
3576,HMIS,DHIS,MA INFANT SURVIVAL ALIVE EXP NVP,Electronic,District,Y,PMTCT,46,Y
3577,HMIS,DHIS,MA INFANT SURVIVAL ALIVE NOT HIV EXP,Electronic,District,Y,PMTCT,6,Y
3578,HMIS,DHIS,MA INFANT SURVIVAL ALIVE UNKNOWN EXP,Electronic,District,Y,PMTCT,6,Y
3579,HMIS,DHIS,MA INFANT SURVIVAL NEONATAL DEATH,Electronic,District,Y,PMTCT,6,N
3580,HMIS,DHIS,MA INFANT SURVIVAL STILL FRESH,Electronic,District,Y,PMTCT,6,N
3581,HMIS,DHIS,MA INFANT SURVIVAL STILLBIRTH MACERATED,Electronic,District,Y,PMTCT,6,N
3582,HMIS,DHIS,MA MOTHER NOT ON ART,Electronic,District,Y,PMTCT,6,Y
3583,HMIS,DHIS,MA MOTHER START BEFORE PREGNANCY,Electronic,District,Y,PMTCT,6,Y
3584,HMIS,DHIS,MA NEWBORN COMPLICATIONS ASPHYXIA,Electronic,District,Y,PMTCT,6,Y
3585,HMIS,DHIS,MA NEWBORN COMPLICATIONS NONE,Electronic,District,Y,PMTCT,6,Y
3586,HMIS,DHIS,MA NEWBORN COMPLICATIONS OTHER,Electronic,District,Y,PMTCT,6,Y
3587,HMIS,DHIS,MA NEWBORN COMPLICATIONS PREMATURITY,Electronic,District,Y,PMTCT,6,Y
3588,HMIS,DHIS,MA NEWBORN COMPLICATIONS SEPSIS,Electronic,District,Y,PMTCT,6,Y
3589,HMIS,DHIS,MA NEWBORN COMPLICATIONS WEIGHT < 2500G,Electronic,District,Y,PMTCT,6,Y
3590,HMIS,DHIS,MA OBS COMPLICATIONS ANTE PARTUM,Electronic,District,Y,PMTCT,6,Y
3591,HMIS,DHIS,MA OBS COMPLICATIONS NONE,Electronic,District,Y,PMTCT,6,Y
3592,HMIS,DHIS,MA OBS COMPLICATIONS OTHERS,Electronic,District,Y,PMTCT,6,Y
3593,HMIS,DHIS,MA OBS COMPLICATIONS POST PARTUM,Electronic,District,Y,PMTCT,6,Y
3594,HMIS,DHIS,MA OBS COMPLICATIONS PRE ECLAMPSIA,Electronic,District,Y,PMTCT,6,Y
3595,HMIS,DHIS,MA OBS COMPLICATIONS PRO LABOUR,Electronic,District,Y,PMTCT,6,Y
3596,HMIS,DHIS,MA OBS COMPLICATIONS RUPTURED UTERUS,Electronic,District,Y,PMTCT,6,Y
3597,HMIS,DHIS,MA OBS COMPLICATIONS SEPSIS,Electronic,District,Y,PMTCT,6,Y
3598,HMIS,DHIS,MA OBST CARE ANTIBIOTICS,Electronic,District,Y,PMTCT,1,Y
3599,HMIS,DHIS,MA OBST CARE ANTICONVULSIVE,Electronic,District,Y,PMTCT,6,N
3600,HMIS,DHIS,MA OBST CARE BLOOD TRANSFUSION,Electronic,District,Y,PMTCT,6,Y
3601,HMIS,DHIS,MA OBST CARE MANUAL REM PLACENTA,Electronic,District,Y,PMTCT,6,Y
3602,HMIS,DHIS,MA OBST CARE OXYTOCIN,Electronic,District,Y,PMTCT,6,Y
3603,HMIS,DHIS,MA RECEIVED VIT A,Electronic,District,Y,PMTCT,6,Y
3604,HMIS,DHIS,MA RECIEVED TETRACYCLINE EYE OINTMENT,Electronic,District,Y,PMTCT,6,Y
